,0
204,"株式会社メディア工房 | 東証マザーズ上場★Web占いコンテンツで業界トップクラスの実績
【女性向けコンテンツ企画スタッフ】未経験から月給28万スタート 正社員
職種・業種未経験OK 上場 転勤なし 学歴不問 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
恋愛話好きにはもってこいの企画！完全週休2日＆残業少＆リモートワーク開始
仕事内容 【人気コンテンツの制作実績多数！】大手ポータルサイトや『LINE占い』などで話題の、占いコンテンツの企画をお願いします。
対象となる方 【学歴・経験いっさい不問！】◆基本的なPCスキル ◆35歳までの方 ★ほぼ全員が未経験スタート ★女性活躍中★年休120日以上 ★服装自由 ★転勤なし
勤務地 本社／東京都港区赤坂4-2-6　住友不動産新赤坂ビル12F ★転勤なし ◆アクセス（下記の駅より徒…
給与 月給28万円以上 ※試用期間6ヵ月（待遇面の変更はありません） ※月45時間相当の見込み残業手当（72,200…
初年度年収 300万円～500万円
詳細を見る
気になる
情報更新日： 2020/11/16
掲載終了予定日： 2020/12/10"
205,"株式会社エラン | まずは面談に気軽にお越しください！＜Web面談実施中！＞
未経験から挑戦できる【営業職】★充実した研修制度を用意！ 紹介予定派遣
締切間近 あと6日
職種・業種未経験OK 急募 転勤なし 学歴不問 第二新卒歓迎
女性のおしごと掲載中
イチから営業職として成長したい方は必見！高収入を実現できる環境で新たな一歩を踏み出そう◎
仕事内容 WebサイトやPR・プロモーションなどに関わる提案営業！★未経験から成長できる！★早期のキャリアアップが可能！
対象となる方 ＜未経験・第二新卒・フリーター歓迎！＞◆学歴・経験不問◆複数名採用予定！◆「稼ぎたい！」「営業に挑戦したい！」という方は必見です！
勤務地 東京都新宿区ほか東京23区 (例) 【勤務地】 ◆新宿オフィス ・「都庁前駅」より徒歩5分 ・「西…
給与 時給1400円〜2000円 ※月収例：22万4000円〜 ※残業代は別途支給します。 【直接雇用後の月収例】 月給2…
初年度年収 290万円～600万円
詳細を見る
気になる
情報更新日： 2020/10/13
掲載終了予定日： 2020/11/23"
206,"SOMPOケア株式会社 | 【SOMPOホールディングスグループ】週休2日制★残業月平均7.4h
＼*全国採用*／30歳以下★未経験・第二新卒歓迎【介護スタッフ】 正社員
職種・業種未経験OK 急募 第二新卒歓迎
女性のおしごと掲載中
《資格/経験不問》《月収30万円以上可》業界大手『SOMPOグループ』で社会貢献性の高い仕事を始めませんか？
仕事内容 介護付きホーム・高齢者住宅等で、ご利用者さまの快適な暮らしをサポートします。「やりたいこと」「夢の実現」に向けて、様々なキャリアアップあり！
対象となる方 30歳以下限定(※)★高卒以上★性別/資格/経験一切不問★「安定して長く働きたい」「未経験でも安心して始めたい」そんな方歓迎♪ ※WEB面接の相談もOK
勤務地 【全国25都道府県の各拠点】 ※勤務地の希望を考慮！ ※U・Iターン歓迎！ ▽詳しくはHPをご覧く…
給与 月給171,000円〜205,800円 + 賞与年2回 ★上記は手当を含まない《基本給》です。 　これに毎月の諸手当…
初年度年収 300万円～350万円
詳細を見る
気になる
情報更新日： 2020/11/02
掲載終了予定日： 2020/12/07"
207,"大長産業株式会社 | 創業32年の安定企業／未経験歓迎／月給30万円～／40代以上活躍中
【提案営業】今までのキャリアを活かして当社で人生最後の転職を 正社員
職種・業種未経験OK 急募 転勤なし 学歴不問 第二新卒歓迎
転職はできないと思ってた。もう一度挑戦したいと思えたのは、同世代が輝いて働いている姿を見たから。
仕事内容 ＼”国が100％助成する住宅防音工事”の提案営業をお任せします／未経験でも挑戦しやすい営業職！頑張りは成果として還元します。
対象となる方 ＼40代以上が活躍しています／職種・業種未経験OK！学歴・転職回数不問！選考基準は、あなたの意思、挑戦意欲のみ！
勤務地 【本社】 神奈川県大和市深見西2-4-14 ※転勤なし！
給与 月給30万円〜＋歩合給 ※月給30万円の場合、固定残業手当60時間分91,837円を含む。 ※上記時間を超えた…
初年度年収 360万円～420万円
詳細を見る
気になる
情報更新日： 2020/11/16
掲載終了予定日： 2020/12/03"
208,"株式会社タイセイリサイクル | リサイクル事業を展開＊環境省「エコアクション21」の認証取得
高収入×力仕事なし☆未経験でも始めやすい【工場作業スタッフ】 正社員
職種・業種未経験OK 急募 転勤なし 学歴不問 第二新卒歓迎
女性のおしごと掲載中
空いた時間を活用！+αの作業で給料UPの仕組み！社員のみんなにしっかり還元！実働6.5hと働きやすさも！
仕事内容 建設現場から出た資源・廃棄物の仕分け作業をお任せ◇軽いものばかりで体力的な負担はほぼなし◇手当が付くから高収入をGET！◇有給が使いやすい！
対象となる方 【応募要件】準中型免許をお持ちの方◇未経験OK⇒基本2名で業務を進めるので未経験でも安心！ ◇20～40代の社員が活躍中◇未経験で入社した先輩ばかり
勤務地 埼玉県所沢市南永井578-1 ★マイカー通勤OK(駐車場完備) ★転勤なし ★U・Iターン歓迎
給与 【月給】20万円 + 皆勤手当(2万円) ＋ 1作業ごとに手当(2,000円〜6,000円…★) ※年齢や経験、スキルを…
初年度年収 400万円～500万円
詳細を見る
気になる
情報更新日： 2020/10/06
掲載終了予定日： 2020/11/30"
209,"株式会社Ｎｏ.1 | 皆様のNo.1ビジネスパートナーを目指し、業務拡大中！
【提案営業】☆20代の男女が活躍中♪☆20代役職者も多数☆ 正社員
締切間近 あと6日
職種・業種未経験OK 急募 学歴不問 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
業務拡大中のJASDAQ上場企業！20代男女が活躍する会社で成長スピードを加速させる！
仕事内容 お客様へ、ネットワークセキュリティ・OA機器・インターネット環境・Web制作などの商材をご提案。オフィス関連の課題にトータルで応えます！
対象となる方 《未経験・第二新卒歓迎》◎ポジティブ思考で元気な対応ができる◎成果を正当に評価してほしい◎自分の可能性をとことん磨きたい、など大歓迎！
勤務地 ◎東京/神奈川/千葉/埼玉/静岡/愛知/石川/大阪/兵庫/愛媛/福岡のいずれかの勤務 ★勤務地はご…
給与 月給22万円＋各種手当＋インセンティブ（毎月）＋賞与年2回 ※固定残業代（30時間分・4万3000円）を含む…
初年度年収 250万円～800万円
詳細を見る
気になる
情報更新日： 2020/09/29
掲載終了予定日： 2020/11/23"
210,"株式会社グロリアース | ★約2ヶ月の業界研修期間あり　★8月に50代の方2名入社しました
【 営業 】平均月収40万／月収100万も目指せます！*経験者採用 正社員
締切間近 あと6日
職種・業種未経験OK マネジャー採用 急募 転勤なし 学歴不問 第二新卒歓迎
女性のおしごと掲載中
営業が結果を出すための、サポートや環境整備には自信あり！20代から50代まで幅広い年齢層の方が活躍中です
仕事内容 ＜ 大手ハウスメーカーの指定企業としての安定感 ＞　■住まいに関連するサービスの営業としてまずはご案内業務のみからスタート　★研修制度充実
対象となる方 ◎営業職の経験　※業界・商材・年数不問※ ◆転職回数不問　◆年齢不問　◆ブランクある方もOK　★頑張って結果を出した分はどこまででも評価します
勤務地 ＜転居を伴う転勤なし＞ ＜希望の勤務地へ配属＞ ■福岡本社(福岡市)・北九州支店(北九州市小倉)・…
給与 月給23万円〜 ＋ 諸手当 ＋ インセンティブ（成約額の7%以上をインセンとして支給！安定的に稼げます） …
経営者メッセージ
詳細を見る
気になる
情報更新日： 2020/10/16
掲載終了予定日： 2020/11/23"
211,"株式会社LNJ関東 | ★平均月収30万円★完全週休2日
【総合職(一般事務/運行管理)】★安定企業で高収入を！ 正社員
締切間近 あと6日
職種・業種未経験OK 急募 転勤なし 学歴不問 完全週休2日制 第二新卒歓迎
大手総合物流会社で安定した収入と働き方を選びませんか？
仕事内容 【平均月収30万円／夜勤ナシ】一般事務は単純なPC作業。運行管理はトラックの配車業務をお任せします。
対象となる方 【学歴不問】何かしらの事務職のご経験／物流運行管理のご経験がある方は優遇します★働き方、環境を変えたい方も歓迎します。
勤務地 ●東京物流事業部 東京都品川区八潮3-2-52　エフ・プラザ東京 L棟2階A ●越谷営業所 埼玉県…
給与 月給18万円〜35万円 ※残業代別途支給 ※年齢・経験など考慮の上、決定致します
詳細を見る
気になる
情報更新日： 2020/10/15
掲載終了予定日： 2020/11/23"
212,"株式会社テック | 【設立以来、黒字経営】社員寮(2万円)・3LDKの社宅(5万円)完備！
《面接確約》年収500万～600万円も可能！【土木系総合職】 正社員
締切間近 あと6日
職種・業種未経験OK 急募 転勤なし 学歴不問 第二新卒歓迎
女性のおしごと掲載中
高収入が叶う理由は⇒《スキルアップをしっかり評価》＆《会社の利益を社員に還元》を徹底しているから！
仕事内容 【ビルや線路、道路など地図に残る街づくりを担う】未経験から一生モノの資格をGet！希望や適性に応じて、基礎工事や建設工事をお任せします！
対象となる方 ＼学歴不問／【未経験者】45歳まで(※)◆フリーターの方も大歓迎！【経験者】年齢不問　※未経験スタートの先輩多数！20～30代が活躍中
勤務地 ◆直行直帰の勤務スタイル！ 現場は関東(千葉県・東京都・埼玉県・神奈川県・群馬県・栃木県・茨城県)…
給与 日給月給24万円〜40万円 ※経験や能力等を考慮の上、優遇致します 20代でも年収500万円〜600万円が可能…
初年度年収 350万円～600万円
詳細を見る
気になる
情報更新日： 2020/10/22
掲載終了予定日： 2020/11/23"
213,"株式会社モザイクワーク | 営業スキルを活かして早期昇進を目指そう★地方を熱くする仕事★
人材総合サービスのスタートアップベンチャー【営業】経験者歓迎 正社員
締切間近 あと6日
業種未経験OK マネジャー採用 急募 転勤なし 学歴不問 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
スタートアップ企業が秘める無限の可能性を伸ばすのはアナタ！新潟を舞台に、積極的なアクションに期待！
仕事内容 【新潟に根ざした新規顧客獲得を！】人材採用を検討する企業に対し、採用支援のみならず「人事のアップデート」をコンサルする幅広いサービスを提案。
対象となる方 【U・IターンOK／新潟で営業活動！】◆基本PC操作スキル　◆要普免（AT限定可）☆経験不問、人材業界初となる異業種出身者もウエルカムです！
勤務地 ★転勤なし ★マイカー通勤可 【新潟オフィス】 新潟県新潟市中央区西堀通3番町258番地48　Sビ…
給与 月給250,000円以上 ＋ 独自のインセンティブ制度あり ※あなたの経験、能力などを考慮し、決定します。 …
初年度年収 400万円～800万円
詳細を見る
気になる
情報更新日： 2020/10/29
掲載終了予定日： 2020/11/23"
214,"リーガルボード株式会社 | 【設立以来、11年連続売上UP】◆広告代理業を展開する急成長企業
”レア求人”看板広告の【営業】◆残業ほぼなし・直行直帰OK 正社員
締切間近 あと6日
職種・業種未経験OK 転勤なし 学歴不問 第二新卒歓迎
こんな仕事があったなんて！誰もが驚く”桁違いの自由度”！しかも、実績次第で1回の賞与100万円以上も可能
仕事内容 【”営業”のイメージを覆す！】◆「看板広告」向けの土地を探して、広告設置の交渉や広告主様との調整を担当◆ノルマ・テレアポ・飛び込み一切なし！
対象となる方 【未経験・第二新卒歓迎】◆必要なのは「運転免許(AT限定可)」のみ！◆学歴や経験などは一切不問です。100%意欲・人柄重視の採用を行います！
勤務地 ＼草加・平塚での募集／ ※マイカー（社用車）通勤OK・転勤なし・直行直帰OK 【本社】 埼玉県草加…
給与 月給229,400円〜 + 賞与年2回 ※経験や年齢、スキル等を考慮の上、当社規定により決定致します ※上記…
初年度年収 350万円～500万円
詳細を見る
気になる
情報更新日： 2020/11/05
掲載終了予定日： 2020/11/23"
215,"株式会社BLENDY | 『不動産』に関わる業務をトータルに手掛ける成長企業
未経験OK！【不動産アドバイザー】★年収1000万円可/土日休み 正社員
締切間近 あと6日
職種・業種未経験OK 転勤なし 学歴不問 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
""高収入で、家や車をGETしたい"" ""不動産のノウハウを身につけ、成長したい""その想い、当社で叶えませんか？
仕事内容 【100％反響営業！テレアポ・飛び込みなし】お問合せいただいたお客様に、ぴったりの住まいをご紹介！★不動産のトータルな知識をGETするチャンス！
対象となる方 【""カッコよく稼げる""自分に変わるチャンス！】応募条件：◆35歳まで※◆普免(AT限可)　◎未経験・2020既卒・第二新卒OK！★リモートワークも可能！
勤務地 【転勤なし！池袋駅より徒歩7分！】 東京都豊島区東池袋1-47-12シウトウビル3F
給与 月給23万円〜+インセンティブ+各種手当 ※経験・スキルなどを考慮の上、決定致します。 ※上記金額には、…
初年度年収 400万円～1000万円
詳細を見る
気になる
情報更新日： 2020/10/29
掲載終了予定日： 2020/11/23"
216,"昭和ルーフリモ株式会社 | 【★リモートワーク推進★18～19時には退社 ★社用車通勤】
定着率の高さが自慢【やね工事のルート管理スタッフ】★未経験OK 正社員
締切間近 あと6日
職種・業種未経験OK 急募 転勤なし 学歴不問 完全週休2日制 第二新卒歓迎
『＃高収入』以外にも定着率が高い理由があります。『＃安定基盤』『＃イマドキの経営』『＃働きやすさ』
仕事内容 【1日2～3現場を回るルート管理】◆屋根や外壁工事の現場管理 ★""ドローン導入＆WEB集客""など進化を続ける工事会社！需要も絶えないので、安定感抜群
対象となる方 【未経験・第二新卒歓迎】◆普通自動車運転免許（AT限定可）★製薬会社MRや不動産営業など、異業種出身者も多数活躍中！資格取得の勉強費用も会社負担
勤務地 ★転勤なし ★Ｕ・Ｉターン歓迎 【関東】杉並・川口・横浜・千葉 ■東京本社 東京都杉並区高円寺北2…
給与 月給25万円〜50万円+賞与 ★モデル例 月収32万円（32歳・未経験・入社３年目）+賞与6ヶ月分（2020年度6…
初年度年収 350万円～700万円
詳細を見る
気になる
情報更新日： 2020/11/04
掲載終了予定日： 2020/11/23"
217,"株式会社Presidents Free Style | 【大阪府緊急雇用対策に賛同】 #入社祝い金あり
話題の光ファイバーを敷設する【通信工事スタッフ】※未経験歓迎 正社員
締切間近 あと2日
職種・業種未経験OK 転勤なし 学歴不問 第二新卒歓迎
ニッチな市場における""隠れた""勝ち組！実は…あまり知られてないので未経験でも活躍できる環境です！
仕事内容 【未経験スタート歓迎】今、メディアで話題の""超高速光インターネット""をご契約いただいたお客様宅を訪問し、光ファイバーの敷設工事を担当します
対象となる方 《未経験スタート・初めての正社員の方もOKです》◆学歴は不問◎技術的なスキルは問いません。誰もが知っている超大手企業の仕事です！
勤務地 ◆本社／大阪府八尾市老原5-110-2 ※案件エリアは大阪・奈良・京都が中心／直行直帰あり ※マイ…
給与 ◆未経験：月給20万円〜25万円 ◆経験者：月給25万円〜50万円 ※最低保証の金額です。経験・スキルに応じ…
詳細を見る
気になる
情報更新日： 2020/10/19
掲載終了予定日： 2020/11/19"
218,"株式会社キャリアサービス | 【年休120日以上】【産休育休実績あり】★20代・30代活躍中！
未経験月給35万保証!実現可能な理由は?【人材コーディネーター】 正社員
職種・業種未経験OK マネジャー採用 急募 転勤なし 学歴不問 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
【新規開拓なし】【土日祝休み】【残業禁止】なのに、未経験から月給35万円以上！その秘密をご紹介します！
仕事内容 【新規開拓やノルマはありません！】◆求職者への求人提案や、企業の新人教育のサポートなどをお任せします！★入社後まずは研修からスタートします！
対象となる方 【学歴不問！未経験・第二新卒歓迎！】◆「まずは私たちと一緒に楽しく仕事ができる人」「人に喜ばれる仕事がしたい人」はぜひ！◆男女ともに活躍中！
勤務地 【本社(新橋)や、サテライトオフィス(渋谷、恵比寿、新宿、田町)で働きます！】 ★転勤なし！ ▼本…
給与 月給35万円以上 ＋ 賞与年2回 ＋ 各種手当 ※経験・スキルを考慮し、優遇いたします。 ※試用期間3ヶ月…
初年度年収 500万円～1000万円
詳細を見る
気になる
情報更新日： 2020/09/25
掲載終了予定日： 2020/12/17"
219,"株式会社アフターホーム | ★春・夏・冬に大型連休あり 【大阪府緊急雇用対策に賛同】
【営業職】未経験スタートを応援◎月給25万円START★ 正社員
締切間近 あと2日
職種・業種未経験OK 急募 学歴不問 第二新卒歓迎
女性のおしごと掲載中
「しっかり稼ぎたい！」その想いがあれば大丈夫！あなたの想いを会社が応援・サポートします！
仕事内容 お問合せいただいたお客様にマンション・戸建の購入のサポート業務をお任せします。 ★未経験でも安心！イチから丁寧にお教えします！
対象となる方 必要なのは免許とやる気のみ！学歴・経験・性別は一切問いません。既卒・第二新卒の方も大歓迎◎あなたの人柄を大切にします。
勤務地 【本店】 京都府京都市右京区梅津南上田町6-5 阪急線「西院」駅より市営バス10分 市営バス「梅津…
給与 月給25万円以上 ＋ インセンティブ ★毎月の販売額に応じたインセンティブをご用意しています！ ★ご経…
初年度年収 300万円～1000万円
詳細を見る
気になる
情報更新日： 2020/09/25
掲載終了予定日： 2020/11/19"
220,"株式会社テクトン | WEB面接可／20代・30代活躍中／年間休日125日／土日祝休み
営業経験を活かす！転勤なし！【人材営業＆コーディネーター】 正社員
締切間近 あと2日
業種未経験OK 急募 転勤なし 学歴不問 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
≪専門スキルを磨ける営業職≫商談スキルと人材スキルを身に付けて、コンサルティング力も習得可能！
仕事内容 ＜オープンな評価制度＞大手IT企業・上場企業を取引先に、企業ニーズへの対応・エンジニアのサポート・受託案件のプロジェクト獲得などを行います。
対象となる方 ＜学歴・資格・経験は不問／業界未経験歓迎＞何らかの営業経験をお持ちの方（業種・商材は不問）◆積極性や意欲などの人柄重視の採用です！
勤務地 ＜転居を伴う転勤はありません＞ ■本社／東京都新宿区新宿6-29-8 新宿福智ビル5F・6F ☆東…
給与 ◆年俸制：300万円〜900万円 ※前職給与・経験・年齢・能力などを考慮して、給与額を決定します。 ※年俸…
初年度年収 300万円～900万円
詳細を見る
気になる
情報更新日： 2020/09/25
掲載終了予定日： 2020/11/19"
221,"株式会社匠オフィス | ＜名東区で6つの個別指導塾を運営＞★10日程の長期連休×年3回！
＼ 年休120日&残業ほぼナシ♪／【 サポート事務 】 ※未経験OK 正社員
職種・業種未経験OK 転勤なし 学歴不問 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
＜業界トップクラスの環境&待遇＞メリハリをつけて働けるから『 仕事 』も『 プライベート 』も楽しめる★
仕事内容 【 イチからStepUp！ラフな雰囲気の快適なオフィス 】個別学習塾「匠ゼミナール」「匠個別予備校」の教室運営のサポート事務をお任せします。
対象となる方 【 知識・経験ゼロからの応募もOK｜20代女性活躍中 】◆大卒以上 ◆周囲とのコミュニケーションを大切にできる方 <ワークライフバランス充実♪>
勤務地 【 名古屋市名東区での勤務 】 ◎勤務地は希望を考慮します。 ◎転居を伴う転勤はありません。 ■匠…
給与 月給21万円以上 ※経験・年齢を考慮し、加給・優遇します。 ※上記金額には、みなし残業代（3万円以上・…
詳細を見る
気になる
情報更新日： 2020/10/19
掲載終了予定日： 2020/12/14"
222,"株式会社清水土木 | ＜面接保証＞未経験でも月給25万円から/残業少なめ/千葉密着
20-30代活躍中！イチから育てます！【作業スタッフ】残業5h以下 正社員
締切間近 あと2日
職種・業種未経験OK 急募 転勤なし 学歴不問 第二新卒歓迎
”ずっと千葉にいたい” ”経営にも携わりたい” ”新しいことに挑戦したい”それぞれの思いを尊重します！
仕事内容 【何だってできる・何にだってなれる会社】千葉市内の道路・河川の公共工事を行います※将来は希望次第で管理職になったり、経営に関わることも可能！
対象となる方 【全員面接！】学歴・経験は一切問いません！人物重視の選考です！◆要普免(AT可)【社長や専務とも距離が近く、笑いの絶えない和やかな職場です】
勤務地 【マイカー通勤OK】【現場は千葉市内のみでラクラク】 千葉県千葉市中央区都町3-29-1 ※転勤ナ…
給与 月給25万円以上(一律手当含む)+賞与2回 月収例 【月収35万円】 経験を積んだら高収入も叶う！ ※給与は…
詳細を見る
気になる
情報更新日： 2020/11/02
掲載終了予定日： 2020/11/19"
223,"株式会社ネオ・ストラクト | 【やる気と上昇志向のある方、歓迎！】*土日祝休み
LED間接照明メーカーの【提案営業】*月給40万円スタート 正社員
業種未経験OK 急募 転勤なし 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
商業施設やホテル…etc. 有名施設のLED間接照明を手がける当社！業界No.1を目指す企業で活躍する営業募集
仕事内容 【既存顧客がメイン】◆LED間接照明を電材商社や設計事務所に提案販売するお仕事 ◆チームワークを大切に、互いに刺激し合える環境です
対象となる方 【業界経験不問】◇やる気のある方◇上昇志向のある方◇自己実現したい方◇大きな成果を上げたい方◇自分の事の様にチームの事も考えられる方
勤務地 【転勤なし／東京ミッドタウン六本木に隣接】 東京本社勤務／東京都港区赤坂9-6-12 イワキビル…
給与 月給40万円以上 ※経験・能力を考慮の上、当社規定により決定します。 ※試用期間最長1ヶ月(待遇に変動…
初年度年収 550万円～800万円
詳細を見る
気になる
情報更新日： 2020/09/18
掲載終了予定日： 2020/11/26"
224,"株式会社ホンダカーズ三重東 | ★毎週火曜＆水曜固定休み★年休113日★平日休みも良いですよ♪
≪転勤なし｜三重県勤務≫【 営業 】＊未経験スタート歓迎！ 正社員
締切間近 あと6日
職種・業種未経験OK 転勤なし 学歴不問 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
30代社員の平均年収は744万円と多数の先輩が高収入を叶えています♪未経験でも稼げる仕組みで毎日が充実★
仕事内容 ◇◆定着率90％以上！長く働きやすい職場環境です◇◆来店されたお客様へ最適な車をご提案、既存のお客様のフォロー・キャンペーンのご案内などを担当
対象となる方 ◆◇未経験歓迎！車に詳しくなくても始められる！◇◆◎要普免◎40歳迄※ ◎車に詳しくなくても大丈夫。お話し好き、接客スキルが活かせる仕事です♪
勤務地 四日市市、桑名市、朝日町、菰野町、いなべ市での募集 ◎転居を伴う転勤なし（配属店舗は希望を考慮★）…
給与 月給20万7,000円〜30万円 ＋実績奨励給＋手当 ＋賞与年2回 ★多い時で月収50万円以上の先輩も！ ※車両…
初年度年収 300万円～500万円
詳細を見る
気になる
情報更新日： 2020/11/12
掲載終了予定日： 2020/11/23"
225,"株式会社ワールド・エステート | 住宅の販売会社／コロナ禍でも直近3ヶ月連続で目標契約本数達成
※11/19〆切※ノルマなし＆反響中心の【不動産営業】未経験歓迎 正社員
締切間近 あと2日
職種・業種未経験OK 転勤なし 第二新卒歓迎
女性のおしごと掲載中
＼努力をしっかり評価！インセンティブ支給／企画段階から携わった”売れる物件”を扱えるから成果が出る
仕事内容 【ノルマなし＆反響中心の営業スタイル＆チーム制だから未経験でも安心】モデルルームに来店されたお客様に向けて、新築分譲マンションをご提案。
対象となる方 【未経験・第二新卒歓迎】★高卒以上 ★未経験で転職してきた20～30代が活躍中！★お客様の”良きパートナー”として活躍！ ★Web面接を実施中！
勤務地 【転勤なし】大阪府・兵庫県のモデルルームに配属 ※関西圏以外への転勤はございません ■本社／大阪市…
給与 ■月給25万1,500円以上 ＋ 業績給（毎月） ※経験・能力等を考慮の上、決定いたします。 ※試用期間3ヶ…
初年度年収 430万円～500万円
詳細を見る
気になる
情報更新日： 2020/11/17
掲載終了予定日： 2020/11/19"
226,"株式会社クレス不動産 | 物件を""見つける""仕事です。未経験入社で年収1000万円も可能！
【不動産仕入営業】完全週休2日制＊ムリなく稼げる 正社員
締切間近 あと2日
職種・業種未経験OK 急募 転勤なし 学歴不問 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
あなたの考えが成果を上げる。個々に裁量を任せられるから積極的な営業ができます。
仕事内容 【未経験から業界の＜花形＞へ】中古マンションの仕入やリノベーションの企画などに携わります。＊販売はありません ＊サポート体制も万全
対象となる方 【学歴・経験不問・人物重視の採用です！】 ＊20～30代が活躍中 ＊専門知識をこれから身につけたい意欲のある方歓迎！
勤務地 東京本社 住所：東京都千代田区神田須田町1-32-7 クレス不動産神田ビル3F アクセス 各線「神…
給与 月給25〜40万円（一律営業手当含む）＋歩合給(利益の10%)＋特別賞与 ※特別賞与平均は94万円です。（2019…
初年度年収 400万円～900万円
詳細を見る
気になる
情報更新日： 2020/10/15
掲載終了予定日： 2020/11/19"
227,"広島建設株式会社 | ～千葉に根差して50年の安定基盤があります～★WEB面接実施中★
◎転勤なし◎分譲住宅・注文住宅の【提案営業】※100％反響型 正社員
締切間近 あと2日
職種・業種未経験OK 急募 転勤なし 学歴不問 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
＜安定の固定給＋高額インセンティブ＞★100％反響！慣れ親しんだ土地で、安心・安定の将来設計を構築◎
仕事内容 【経験によって前職給与を考慮】100％反響★自社の分譲・注文住宅の提案・販売。千葉県で圧倒的知名度があるので、営業のしやすさ抜群です！
対象となる方 ＜学歴不問／不動産・建設業界未経験歓迎！＞★転勤なし・じっくり腰を据えて稼ぎたい方大歓迎 ★中途メンバー多数活躍中 ◎要普免（AT限定可）
勤務地 千葉、東京、埼玉県内にあるショールームでの勤務となります。 ※勤務地は希望を考慮して決定。転居を伴…
給与 【経験者】 月給27万円以上 ＋ インセンティブ ※固定残業代8万2,200円(60時間分)含む。時間超過分は追加…
初年度年収 250万円～500万円
詳細を見る
気になる
情報更新日： 2020/07/16
掲載終了予定日： 2020/11/19"
228,"新着
特定非営利活動法人みらい | 2021年に新施設オープン！／業績好調が続く法人で活躍しませんか
キャリアアップが叶う！高待遇が魅力の【児童発達支援スタッフ】 正社員
業種未経験OK 急募 転勤なし 学歴不問 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
《入社後、半年後に必ず昇給あり！》業界最高水準をお約束。あなたの前職給与も考慮して決定いたします！
仕事内容 《運動支援などに注力》当法人が運営する放課後等デイサービス・児童発達支援施設のスタッフとして、教室の運営や療育に携わっていただきます
対象となる方 【子どもの成長を肌で感じられる環境です】◆児童発達支援管理責任者(以下児発管)の有資格者、または保育士・教師など児発管の要件を満たす方
勤務地 《放課後等デイサービス 児童発達支援 えがお》 ⇒大阪府大阪市天王寺区清水谷町10-12-1F ※…
給与 【児童発達管理責任者、有資格者】 ◆月給30万円以上（一律手当含む） ※半年後に昇給あり（月給32万円以…
初年度年収 350万円～500万円
詳細を見る
気になる
情報更新日： 2020/11/17
掲載終了予定日： 2021/01/11"
229,"新着
株式会社エム・シー・ピー | ★年齢不問★連続休暇取得も可★資格取得支援有★20～50代活躍中
【マンション修繕の施工管理】年収1000万円も可能/昇給年4回実績 正社員
職種・業種未経験OK 急募 転勤なし 学歴不問 第二新卒歓迎
＼年収1000万円も目指せる☆高水準の給与体系／安定企業で、施工管理のエキスパートとして活躍！
仕事内容 ＜抜群の教育体制／残業月20h以内＞マンションの大規模修繕・改修・リフォームの施工管理をお任せ。高水準の給与体系でお迎えします！
対象となる方 ＜年齢・学歴不問／未経験スタートも大歓迎！＞★建築施工管理経験をお持ちの方は経験者として優遇します！(年数不問) ☆しっかり稼ぎたい方も歓迎！
勤務地 ＜転勤なし／恵比寿駅徒歩2分の好立地♪＞ ■本社／東京都渋谷区恵比寿西1-14-4 シティホームズ…
給与 【未経験者】月給28〜45万円 【経験者】月給35〜50万円 ※経験や前職の給与を考慮の上、決定いたします …
初年度年収 450万円～850万円
詳細を見る
気になる
情報更新日： 2020/11/17
掲載終了予定日： 2020/12/28"
230,"新着
グッドモーゲージ株式会社 | 昨年対比売上200％の成長企業！年間休日122日！完全週休2日制
【提案営業】「圧倒的な商品力」と「効率歩合」で成果に繋がる！ 正社員
業種未経験OK 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
《営業職入社1年以上の平均年収約700万円!賞与年4回》しっかり稼げる＆しっかり休める環境の良さに自信有り
仕事内容 【販売商品はたったの2種！】 ◆圧倒的なブランド力と低金利を誇る住宅ローン『MR.住宅ローンREAL』と『フラット35』の提案営業をお任せします。
対象となる方 【前職での待遇とポジションを最大限考慮！】 ◆法人営業の経験をお持ちの方 ◎万全の体制で長期キャリアをサポート ★20～40代の社員が活躍中！
勤務地 東京都、大阪府のローンプラザのいずれか ※希望を考慮します ◆渋谷ローンプラザ／東京都渋谷区渋谷1…
給与 月給27万5,000円以上 ※前職の給与を考慮します。 ※経験・能力・知識に連動して加給優遇いたします。 …
初年度年収 450万円～800万円
詳細を見る
気になる
情報更新日： 2020/11/17
掲載終了予定日： 2021/01/11"
